loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_start_date,loan_status
1365,2686,Car Loan,2036195,6.75,2022-05-03,Closed
1366,2671,Personal Loan,4676239,11.87,2018-07-29,Active
1367,1507,Home Loan,2159273,7.94,2022-09-18,Closed
1368,2400,Personal Loan,779171,9.79,2019-03-29,Active
1369,4172,Car Loan,2694233,8.66,2020-03-24,Active
1370,614,Personal Loan,2528551,10.91,2018-02-20,Closed
1371,3105,Personal Loan,1170615,10.09,2022-11-21,Active
1372,2232,Car Loan,414736,13.36,2020-10-27,Active
1373,3577,Personal Loan,1480589,8.83,2023-04-29,Active
1374,1352,Personal Loan,3082643,9.08,2018-06-19,Active
1375,3760,Personal Loan,3411596,14.52,2021-06-17,Default
1376,2194,Car Loan,2374804,8.08,2019-11-24,Default
1377,1276,Personal Loan,1023106,11.31,2018-02-11,Active
1378,3286,Personal Loan,2517471,9.62,2020-04-07,Active
1379,4467,Car Loan,1556643,10.29,2020-01-23,Active
1380,2387,Personal Loan,1726754,13.35,2020-04-12,Active
1381,320,Car Loan,3892980,11.92,2020-04-06,Active
1382,596,Personal Loan,890738,7.65,2019-03-26,Active
1383,4889,Education Loan,963357,9.08,2019-10-23,Active
1384,4330,Education Loan,3121996,11.44,2018-10-29,Closed
1385,4563,Home Loan,2804926,7.81,2019-10-03,Active
1386,3142,Car Loan,3315836,11.58,2018-06-13,Active
1387,1781,Car Loan,1458392,10.75,2018-02-16,Active
1388,1571,Car Loan,2011617,14.62,2022-05-27,Active
1389,3426,Home Loan,4039169,10.27,2019-02-17,Active
1390,4443,Home Loan,3529644,10.4,2018-01-20,Active
1391,1351,Car Loan,2713720,7.59,2020-12-12,Active
1392,804,Education Loan,253481,9.46,2019-09-22,Active
1393,1737,Car Loan,1102273,14.86,2019-04-20,Active
1394,2154,Home Loan,2906813,9.19,2022-11-14,Active
1395,3346,Home Loan,492120,7.63,2019-03-08,Active
1396,5777,Personal Loan,775840,14.74,2021-05-06,Active
1397,731,Education Loan,4928165,9.45,2019-03-27,Active
1398,3694,Education Loan,1859758,12.12,2018-08-27,Closed
1399,5225,Home Loan,1482354,9.15,2019-10-06,Active
1400,2564,Personal Loan,3585654,6.98,2020-12-16,Active
1401,2875,Personal Loan,4478578,11.91,2020-07-05,Active
1402,2297,Personal Loan,1605676,7.75,2020-12-20,Default
1403,3082,Education Loan,2214212,7.44,2018-02-20,Active
1404,3419,Personal Loan,1526935,7.28,2018-01-10,Default
1405,4178,Home Loan,3689805,10.68,2023-04-21,Active
1406,4618,Personal Loan,305930,15.3,2020-01-25,Active
1407,2834,Personal Loan,2511565,14.59,2018-03-15,Closed
1408,441,Home Loan,985271,15.47,2023-05-16,Active
1409,927,Personal Loan,4120795,6.95,2020-02-29,Default
1410,2008,Education Loan,4427125,9.34,2021-10-04,Active
1411,3101,Home Loan,3751725,7.63,2022-03-13,Active
1412,1233,Education Loan,1684919,12.19,2018-04-26,Active
1413,5466,Personal Loan,761316,11.85,2020-10-17,Closed
1414,3567,Education Loan,206945,8.41,2019-03-31,Active
1415,79,Personal Loan,586641,12.2,2018-05-30,Active
1416,2687,Education Loan,2264510,8.52,2023-01-18,Default
1417,2644,Education Loan,515560,14.78,2019-06-17,Closed
1418,423,Car Loan,1717663,14.16,2022-03-29,Active
1419,4239,Education Loan,4796745,9.51,2023-03-26,Closed
1420,1839,Personal Loan,3547560,6.58,2020-06-02,Default
1421,4037,Personal Loan,331391,7.78,2021-10-16,Active
1422,5225,Education Loan,4297227,13.67,2021-01-02,Active
1423,3825,Home Loan,4624502,14.6,2020-11-02,Active
1424,3828,Car Loan,225847,12.96,2019-07-07,Active
1425,208,Car Loan,3470615,9.89,2022-10-14,Active
1426,695,Car Loan,3490257,10.76,2021-05-22,Active
1427,607,Personal Loan,473372,14.72,2018-01-30,Active
1428,2567,Home Loan,2530951,8.54,2018-05-15,Active
1429,118,Personal Loan,3540263,11.6,2019-05-02,Active
1430,3042,Car Loan,4633994,7.85,2020-06-07,Active
1431,1724,Home Loan,3568210,12.14,2021-04-25,Active
1432,4335,Car Loan,4858411,8.39,2018-10-18,Active
1433,1161,Home Loan,3390584,12.1,2020-05-29,Active
1434,3403,Personal Loan,3525155,6.62,2020-01-27,Closed
1435,723,Education Loan,1061740,11.67,2019-08-12,Active
1436,3829,Home Loan,4896124,7.51,2023-02-10,Active
1437,3252,Education Loan,4229410,10.04,2021-12-13,Active
1438,2996,Education Loan,2437416,11.85,2018-10-04,Active
1439,3487,Education Loan,3192918,8.44,2022-04-01,Active
1440,3556,Car Loan,3731619,15.04,2023-06-03,Default
1441,2635,Education Loan,3464342,6.9,2020-09-21,Active
1442,3489,Personal Loan,4860010,6.97,2018-08-06,Active
1443,3808,Car Loan,379232,12.87,2020-12-31,Active
1444,2639,Home Loan,1625127,11.0,2022-03-18,Active
1445,2909,Car Loan,799299,8.75,2022-03-03,Default
1446,3866,Education Loan,3740037,7.86,2023-05-09,Active
1447,5863,Education Loan,4660057,9.98,2022-01-22,Active
1448,5812,Education Loan,2759391,11.72,2021-02-24,Active
1449,4294,Car Loan,3590834,14.22,2019-07-22,Active
1450,5091,Education Loan,2788418,8.3,2023-01-10,Active
1451,3740,Personal Loan,340056,13.99,2021-05-14,Active
1452,3265,Home Loan,2466379,13.24,2019-11-20,Active
1453,4288,Car Loan,3301858,9.38,2019-06-11,Closed
1454,4150,Personal Loan,108960,10.39,2021-08-30,Active
1455,4358,Education Loan,4659415,13.08,2019-03-25,Active
1456,4116,Home Loan,1677674,11.6,2018-11-25,Default
1457,1574,Car Loan,675755,8.78,2023-05-22,Active
1458,625,Car Loan,4069175,12.01,2023-01-03,Active
1459,5432,Education Loan,1249601,14.65,2019-04-09,Active
1460,1419,Personal Loan,4095202,11.69,2023-05-07,Active
1461,3214,Home Loan,4793563,9.03,2019-11-23,Active
1462,4994,Education Loan,1451661,11.92,2019-08-15,Active
1463,2538,Home Loan,4449387,12.61,2018-01-31,Active
1464,179,Car Loan,1919084,11.18,2020-02-27,Active
1465,4983,Home Loan,4715678,11.41,2020-08-04,Closed
1466,4660,Home Loan,2222373,8.07,2023-04-18,Active
1467,1124,Personal Loan,631267,10.5,2021-11-22,Active
1468,3007,Education Loan,736889,12.28,2018-12-26,Active
1469,381,Education Loan,1088363,6.67,2022-04-14,Active
1470,5566,Home Loan,4423576,10.33,2019-07-31,Active
1471,5982,Personal Loan,4151624,14.92,2023-01-12,Active
1472,1955,Personal Loan,3721169,7.85,2018-03-05,Active
1473,5614,Education Loan,2588871,7.92,2021-11-23,Closed
1474,3293,Personal Loan,297133,10.02,2021-03-31,Active
1475,2974,Education Loan,4500914,12.08,2019-12-15,Active
1476,143,Education Loan,3887580,8.11,2018-06-06,Active
1477,5299,Personal Loan,1761993,13.95,2018-11-30,Active
1478,5538,Personal Loan,3856501,11.62,2022-02-03,Active
1479,5918,Personal Loan,2583556,12.14,2018-06-09,Closed
1480,3209,Car Loan,1412525,10.62,2019-03-15,Active
1481,4320,Home Loan,358097,8.9,2021-06-17,Active
1482,54,Home Loan,3281993,6.81,2018-08-22,Default
1483,3483,Home Loan,482635,9.19,2019-01-03,Active
1484,5973,Personal Loan,370055,15.32,2022-10-07,Active
1485,3881,Home Loan,1749670,14.1,2022-10-28,Closed
1486,2383,Home Loan,1548995,8.3,2019-10-15,Closed
1487,5215,Home Loan,1356288,12.36,2022-03-09,Active
1488,3390,Education Loan,2488813,11.31,2019-09-02,Closed
1489,5441,Personal Loan,3942536,7.22,2019-07-10,Default
1490,1743,Home Loan,217357,13.93,2020-06-14,Active
1491,1003,Education Loan,3311105,10.71,2023-04-06,Active
1492,3537,Home Loan,729350,6.9,2021-07-30,Closed
1493,5174,Education Loan,1003862,10.88,2021-05-03,Closed
1494,1196,Personal Loan,3526781,9.86,2020-06-19,Active
1495,2886,Car Loan,490091,7.69,2022-06-04,Active
1496,505,Car Loan,799914,6.61,2020-11-03,Active
1497,5596,Education Loan,2496860,13.4,2018-03-30,Closed
1498,370,Personal Loan,1350416,14.82,2019-08-19,Default
1499,2800,Personal Loan,1102530,6.62,2020-03-14,Active
1500,3351,Education Loan,161685,9.55,2021-10-12,Active
1501,3412,Education Loan,1811639,10.32,2018-10-12,Closed
1502,4035,Home Loan,869999,15.27,2022-10-03,Active
1503,4762,Car Loan,1851835,14.56,2019-09-30,Closed
1504,4095,Education Loan,2870892,10.83,2021-08-07,Closed
1505,5522,Education Loan,690823,13.78,2019-09-07,Active
1506,1429,Personal Loan,3904205,10.99,2022-10-12,Active
1507,4996,Home Loan,4932571,8.93,2022-05-12,Active
1508,1036,Education Loan,4817621,8.06,2022-05-12,Active
1509,3466,Education Loan,1928300,7.8,2022-06-04,Closed
1510,5996,Personal Loan,171092,8.42,2022-06-18,Active
1511,3544,Education Loan,718289,6.72,2021-10-04,Closed
1512,1855,Home Loan,2325652,11.09,2021-09-05,Closed
1513,696,Home Loan,4260340,14.17,2018-05-03,Active
1514,3326,Personal Loan,874768,11.28,2021-03-06,Active
1515,2817,Education Loan,3308407,10.4,2018-11-09,Closed
1516,1946,Personal Loan,2513837,14.79,2019-04-09,Active
1517,4248,Education Loan,1967796,14.68,2022-04-10,Active
1518,5022,Education Loan,1115377,6.65,2018-10-11,Closed
1519,1797,Education Loan,4699010,10.76,2021-01-17,Active
1520,714,Education Loan,3862851,8.07,2022-12-09,Active
1521,388,Education Loan,3112164,7.47,2022-07-14,Default
1522,2585,Car Loan,3653109,10.04,2021-12-02,Active
1523,2405,Home Loan,2572888,9.75,2021-05-18,Active
1524,2244,Car Loan,4960180,7.58,2021-06-17,Active
1525,3227,Car Loan,1845057,12.59,2022-04-09,Active
1526,3880,Personal Loan,1153337,7.37,2018-01-19,Active
1527,3427,Personal Loan,1537334,9.87,2020-06-19,Active
1528,3625,Education Loan,3226329,7.96,2019-11-24,Active
1529,1065,Car Loan,1468355,7.49,2019-09-14,Active
1530,3664,Personal Loan,2485564,6.7,2020-01-27,Closed
1531,3651,Car Loan,269092,9.24,2019-10-25,Active
1532,4684,Education Loan,2755625,12.75,2018-09-23,Active
1533,806,Car Loan,4405643,6.53,2022-02-11,Active
1534,5282,Personal Loan,1485291,6.6,2021-12-05,Closed
1535,2160,Education Loan,1598919,11.18,2018-05-21,Active
1536,5020,Education Loan,2902072,12.18,2021-05-14,Default
1537,1884,Home Loan,763430,11.64,2020-10-04,Active
1538,254,Personal Loan,1229290,7.29,2021-07-22,Active
1539,3359,Education Loan,2514479,14.81,2022-10-25,Active
1540,2063,Education Loan,4195770,10.59,2023-01-26,Closed
1541,5536,Personal Loan,3404611,14.52,2022-10-22,Default
1542,3033,Education Loan,3167656,10.34,2022-10-09,Active
1543,4146,Car Loan,1072118,14.37,2018-12-21,Active
1544,1586,Home Loan,2659133,9.07,2020-03-15,Closed
1545,5614,Personal Loan,345641,10.05,2021-04-29,Active
1546,4753,Home Loan,4511367,10.27,2022-08-15,Active
1547,5660,Personal Loan,4563022,6.81,2019-09-25,Active
1548,2253,Education Loan,288217,14.59,2023-06-20,Active
1549,4455,Personal Loan,2413741,7.59,2022-03-14,Active
1550,3901,Home Loan,4729151,13.7,2019-04-06,Active
1551,2007,Personal Loan,3289567,15.43,2022-09-14,Active
1552,3958,Car Loan,4014909,14.85,2019-05-29,Active
1553,644,Car Loan,4568895,7.31,2021-03-24,Active
1554,3853,Education Loan,183024,9.53,2019-08-14,Active
1555,3757,Car Loan,875967,10.52,2020-06-01,Active
1556,1260,Education Loan,1708990,9.74,2018-02-04,Active
1557,5930,Education Loan,3844656,8.32,2021-01-22,Active
1558,973,Personal Loan,2481541,7.43,2018-05-20,Active
1559,239,Education Loan,598576,8.86,2023-05-03,Active
1560,5254,Education Loan,4478458,10.56,2021-02-24,Closed
1561,3086,Car Loan,1530323,10.57,2021-07-03,Active
1562,3100,Personal Loan,1614516,9.18,2019-08-05,Active
1563,4536,Personal Loan,3616142,13.91,2018-12-24,Default
1564,5017,Home Loan,3418448,7.83,2021-04-16,Active
1565,74,Car Loan,3162196,9.44,2019-01-25,Active
1566,4312,Car Loan,1113005,15.07,2019-07-16,Closed
1567,1650,Home Loan,616847,10.09,2019-05-01,Closed
1568,2346,Home Loan,4022686,14.87,2019-08-07,Active
1569,2079,Education Loan,3054272,8.07,2022-03-10,Default
1570,4775,Car Loan,3453787,9.59,2020-06-09,Active
1571,3795,Home Loan,773390,7.26,2018-08-09,Active
1572,1343,Personal Loan,3797511,9.67,2022-02-13,Closed
1573,2014,Car Loan,2355417,14.37,2019-10-21,Active
1574,2741,Education Loan,1314630,9.54,2021-12-11,Active
1575,3194,Education Loan,1873856,12.12,2023-05-07,Closed
1576,1954,Car Loan,492887,8.08,2022-01-26,Active
1577,1893,Education Loan,2796527,12.96,2022-10-17,Active
1578,3535,Car Loan,4713067,11.74,2020-04-28,Active
1579,3943,Personal Loan,396977,10.21,2021-03-06,Active
1580,1716,Home Loan,4448127,9.46,2021-02-28,Active
1581,5515,Personal Loan,1420744,7.23,2019-07-17,Active
1582,5490,Home Loan,3584839,13.7,2021-01-19,Default
1583,473,Education Loan,2663121,10.89,2023-03-10,Active
1584,3718,Home Loan,1786717,15.04,2018-10-31,Default
1585,5126,Car Loan,776197,8.09,2020-11-17,Closed
1586,1676,Personal Loan,1758113,9.73,2019-11-15,Default
1587,4634,Education Loan,1135912,14.82,2020-09-06,Closed
1588,4467,Education Loan,2736960,10.06,2022-02-08,Active
1589,230,Personal Loan,118579,8.76,2019-08-15,Default
1590,1302,Education Loan,3933631,8.53,2022-02-20,Default
1591,3725,Personal Loan,2796963,8.69,2019-05-29,Active
1592,4339,Home Loan,3636343,13.91,2021-09-23,Active
1593,2763,Personal Loan,3102701,6.55,2020-05-19,Default
1594,5164,Car Loan,2749508,15.04,2022-07-31,Default
1595,5803,Education Loan,3191823,9.58,2021-02-24,Active
1596,3540,Home Loan,4972182,12.09,2020-10-09,Active
1597,637,Education Loan,2972549,14.7,2022-10-13,Active
1598,4238,Personal Loan,935581,12.24,2019-01-22,Closed
1599,1227,Education Loan,4155401,14.95,2019-01-19,Active
1600,2114,Personal Loan,3845828,12.53,2020-10-08,Active
1601,4012,Home Loan,2053765,15.23,2020-11-08,Active
1602,2956,Car Loan,2200935,8.24,2021-10-26,Closed
1603,744,Personal Loan,4488264,11.26,2018-10-22,Closed
1604,4727,Car Loan,3668793,7.65,2019-01-05,Active
1605,3660,Car Loan,724571,9.91,2019-09-17,Active
1606,5669,Education Loan,3095273,11.05,2018-04-05,Closed
1607,714,Home Loan,4291272,13.38,2020-08-18,Closed
1608,5577,Education Loan,4468509,9.21,2022-02-19,Active
1609,1250,Home Loan,2545601,9.01,2021-03-23,Active
1610,5325,Car Loan,4458815,15.07,2018-10-26,Active
1611,5074,Home Loan,4336225,8.99,2022-04-14,Active
1612,5104,Home Loan,311687,10.99,2019-09-14,Default
1613,3630,Car Loan,4537646,7.53,2022-11-15,Default
1614,5552,Home Loan,3454691,7.61,2022-06-08,Active
1615,2794,Car Loan,4831590,9.62,2018-07-13,Active
1616,1888,Education Loan,2867265,13.83,2020-07-25,Active
1617,3493,Personal Loan,4228927,11.33,2023-02-20,Active
1618,5764,Education Loan,556779,14.66,2018-04-01,Active
1619,3804,Education Loan,2085105,12.39,2020-07-15,Active
1620,2107,Personal Loan,1577012,10.23,2019-07-12,Active
1621,472,Home Loan,3419235,9.68,2021-04-19,Active
1622,5615,Car Loan,213130,7.07,2022-06-19,Default
1623,4302,Home Loan,4894500,14.59,2021-06-21,Closed
1624,122,Personal Loan,2989541,13.17,2020-02-24,Active
1625,329,Education Loan,3546391,7.63,2019-09-26,Active
1626,528,Home Loan,3000301,11.5,2018-03-20,Closed
1627,5078,Car Loan,1753063,13.36,2021-12-14,Active
1628,858,Education Loan,3495762,13.95,2022-02-13,Active
1629,4388,Home Loan,579471,11.79,2023-06-09,Active
1630,4050,Personal Loan,2810362,12.17,2022-11-13,Default
1631,1637,Personal Loan,3061915,8.3,2021-09-03,Active
1632,3247,Education Loan,119205,7.6,2019-01-13,Active
1633,2614,Personal Loan,4957190,13.3,2021-05-02,Active
1634,2194,Car Loan,1971761,7.27,2021-10-24,Active
1635,4611,Education Loan,4167555,12.57,2018-01-13,Closed
1636,662,Personal Loan,2240059,7.14,2019-05-17,Active
1637,2010,Education Loan,921910,7.12,2021-07-21,Active
1638,5454,Car Loan,2184775,11.01,2020-06-14,Default
1639,2565,Education Loan,1980680,13.33,2023-02-06,Closed
1640,1493,Personal Loan,4001718,12.38,2022-06-25,Active
1641,1313,Personal Loan,4937928,14.06,2021-02-13,Closed
1642,5485,Personal Loan,387251,8.51,2021-05-03,Active
1643,4405,Car Loan,3627463,11.77,2018-09-19,Active
1644,111,Home Loan,1758788,14.67,2018-11-08,Closed
1645,2782,Home Loan,2903376,13.16,2021-02-23,Closed
1646,878,Car Loan,3379014,9.93,2018-01-11,Active
1647,4651,Home Loan,2002839,12.81,2020-02-14,Active
1648,1822,Home Loan,337735,11.26,2018-07-21,Active
1649,2268,Car Loan,4418610,15.0,2020-03-27,Active
1650,4179,Education Loan,4195478,13.55,2021-03-13,Active
1651,4512,Education Loan,1317549,14.46,2021-08-03,Active
1652,844,Personal Loan,3985225,7.96,2018-12-11,Active
1653,3469,Personal Loan,973520,10.83,2020-04-13,Default
1654,3245,Car Loan,2526996,7.09,2019-09-17,Active
1655,4067,Education Loan,276919,13.12,2019-08-27,Active
1656,1118,Home Loan,633660,7.87,2021-07-10,Active
1657,4864,Car Loan,3296344,6.69,2019-02-04,Active
1658,3171,Car Loan,4420232,8.28,2022-01-26,Active
1659,3845,Car Loan,1308929,10.1,2018-11-18,Active
1660,1476,Home Loan,1725883,13.99,2020-09-11,Default
1661,4654,Home Loan,4597539,12.95,2018-08-09,Default
1662,4118,Car Loan,3676349,12.86,2020-03-12,Active
1663,1161,Education Loan,1915751,8.34,2018-08-11,Active
1664,5342,Car Loan,2915544,15.38,2020-11-26,Closed
1665,4368,Education Loan,267205,13.63,2020-08-15,Default
1666,3509,Personal Loan,3012054,8.06,2020-12-09,Active
1667,3863,Education Loan,454344,8.32,2018-11-05,Active
1668,3747,Home Loan,2615275,12.22,2020-02-25,Active
1669,5154,Car Loan,2181782,12.27,2019-02-18,Closed
1670,5388,Car Loan,4904950,10.68,2021-09-13,Active
1671,4967,Education Loan,4202827,13.08,2021-07-20,Default
1672,2652,Home Loan,2818123,14.87,2022-08-10,Active
1673,2678,Car Loan,2567595,9.78,2020-08-03,Active
1674,4717,Car Loan,294270,11.55,2019-06-19,Active
1675,67,Education Loan,1691942,14.28,2021-01-03,Active
1676,5683,Car Loan,4373538,12.93,2018-04-11,Active
1677,2094,Home Loan,3282457,10.83,2018-09-26,Active
1678,2731,Education Loan,1792496,15.06,2020-04-16,Active
1679,462,Personal Loan,1255121,6.9,2022-10-09,Active
1680,4887,Education Loan,686555,13.51,2018-07-15,Active
1681,3823,Personal Loan,2064960,10.92,2018-03-19,Active
1682,2057,Personal Loan,621200,8.57,2019-08-01,Default
1683,3602,Education Loan,1836148,9.24,2021-01-01,Active
1684,4355,Education Loan,4178448,7.34,2019-04-20,Active
1685,5776,Education Loan,1036431,14.25,2019-09-13,Active
1686,2925,Car Loan,1782090,13.21,2022-01-20,Closed
1687,1936,Education Loan,3693240,8.01,2020-11-09,Closed
1688,5295,Personal Loan,4783620,8.54,2019-11-07,Closed
1689,5531,Home Loan,3915565,9.87,2023-01-16,Default
1690,3492,Home Loan,334321,10.38,2018-09-20,Active
1691,246,Education Loan,1713412,11.12,2020-12-09,Active
1692,5215,Home Loan,772739,13.82,2018-02-17,Active
1693,2444,Home Loan,3876848,12.51,2022-07-15,Active
1694,2435,Car Loan,4166313,8.35,2021-12-12,Active
1695,2285,Car Loan,1697639,13.58,2020-10-12,Active
1696,3582,Home Loan,1605946,8.55,2019-11-09,Active
1697,2273,Car Loan,4421400,10.13,2018-10-23,Closed
1698,5470,Personal Loan,3299423,8.86,2019-05-25,Default
1699,1873,Car Loan,1629177,7.07,2019-07-28,Active
1700,3990,Home Loan,4913198,15.39,2021-06-29,Active
1701,1769,Personal Loan,1456317,6.8,2022-07-02,Active
1702,3840,Education Loan,2938183,11.17,2020-03-07,Active
1703,2391,Education Loan,4914457,11.9,2019-10-21,Active
1704,2636,Personal Loan,2926088,12.1,2022-03-24,Closed
1705,4965,Home Loan,2230005,13.86,2018-09-26,Active
1706,5869,Education Loan,918727,7.87,2018-04-03,Closed
1707,5630,Car Loan,1670158,10.68,2019-12-19,Default
1708,1842,Education Loan,3325966,12.92,2020-01-24,Active
1709,3054,Personal Loan,1206311,11.87,2019-01-19,Closed
1710,1578,Car Loan,3041864,10.04,2022-10-29,Active
1711,3785,Car Loan,4289458,12.53,2020-10-04,Active
1712,1733,Education Loan,370278,11.77,2019-09-04,Active
1713,3161,Education Loan,2639093,11.13,2018-05-14,Closed
1714,2407,Education Loan,2091921,13.42,2019-01-06,Active
1715,1274,Education Loan,4521711,14.05,2021-10-18,Active
1716,318,Personal Loan,969190,11.71,2023-03-23,Active
1717,3073,Car Loan,4668214,12.57,2018-10-03,Active
1718,717,Personal Loan,3365006,9.11,2020-02-04,Closed
1719,4796,Home Loan,4772753,8.32,2022-09-25,Closed
1720,9,Car Loan,1098841,9.8,2018-09-17,Active
1721,5954,Home Loan,2362384,9.82,2019-09-04,Closed
1722,2153,Education Loan,3258253,10.0,2023-03-14,Active
1723,4406,Personal Loan,2951764,8.99,2021-10-24,Active
1724,5404,Education Loan,1499811,12.61,2023-03-13,Active
1725,2310,Home Loan,2061979,12.61,2018-07-02,Default
1726,3490,Education Loan,2097924,14.87,2023-04-12,Active
1727,5992,Home Loan,2683897,14.13,2022-10-06,Active
1728,5646,Home Loan,2564331,11.16,2019-08-09,Active
1729,2424,Education Loan,248805,12.82,2023-06-19,Active
1730,1382,Personal Loan,2879326,11.63,2018-06-24,Closed
1731,5001,Home Loan,1011528,10.7,2020-09-26,Active
1732,990,Car Loan,4535571,13.57,2021-03-17,Closed
1733,2531,Personal Loan,1125815,9.93,2021-12-01,Closed
1734,4950,Education Loan,144524,7.19,2019-04-16,Closed
1735,54,Home Loan,4902670,13.42,2022-03-06,Active
1736,588,Home Loan,194786,8.34,2019-06-15,Active
1737,5694,Home Loan,3926111,7.95,2021-01-03,Active
1738,4853,Home Loan,1899693,8.53,2021-11-23,Active
1739,924,Car Loan,4857508,13.22,2021-01-26,Active
1740,424,Car Loan,3647783,7.04,2019-02-07,Active
1741,1397,Home Loan,2006697,14.08,2021-01-12,Active
1742,461,Car Loan,2953862,6.64,2021-08-30,Active
1743,4290,Personal Loan,2102539,14.74,2019-05-03,Active
1744,3420,Car Loan,4861821,11.14,2019-06-11,Active
